SalesID,Date,ProductID,DistributorID,Region,UnitsSold,InvoiceAmount,DiscountPercent,TaxPercent,PaymentMethod
S006018,2024-02-10,P07479,D07355,West,453,3080.4,11.88,14.32,Cheque
S006019,2024-10-31,P09258,D00775,South,310,2166.9,9.57,15.21,Cash
S006020,2024-06-12,P03778,D02439,South,426,941.46,1.52,5.27,Cheque
S006021,2024-10-06,P05260,D02730,Central,290,2549.1,14.94,8.93,Cheque
S006022,2024-04-04,P06425,D07545,South,265,2692.4,12.53,13.17,Credit
S006023,2024-01-14,P02448,D01799,West,450,2317.5,0.36,13.45,Cash
S006024,2024-01-15,P04172,D08191,East,469,5130.86,2.32,10.67,Online
S006025,2024-01-10,P02299,D07694,Central,499,2539.91,4.01,15.92,Cash
S006026,2024-02-27,P01563,D03464,North,473,5103.67,3.11,11.16,Online
S006027,2024-09-24,P06329,D01280,South,341,2400.64,7.2,9.23,Cheque
S006028,2024-04-18,P08057,D07863,Central,62,627.44,6.65,14.02,Credit
S006029,2024-11-02,P09138,D05425,West,118,119.18,4.07,14.96,Credit
S006030,2024-01-28,P03929,D08639,East,103,1122.7,11.76,7.61,Online
S006031,2024-08-26,P02186,D05822,North,97,738.17,4.24,7.29,Credit
S006032,2024-07-09,P02921,D09157,North,448,891.52,6.5,11.4,Cheque
S006033,2024-10-25,P08931,D08681,Central,384,4750.08,6.61,12.78,Cash
S006034,2024-11-30,P04732,D03983,East,349,998.14,13.68,17.39,Online
S006035,2024-09-14,P09792,D00309,West,225,1973.25,11.93,5.66,Credit
S006036,2024-03-14,P04161,D00854,Central,291,3780.09,2.93,10.74,Cash
S006037,2024-09-29,P00632,D06700,South,188,1184.4,6.16,8.55,Credit
S006038,2024-09-09,P05658,D04998,East,361,267.14,4.14,8.12,Online
S006039,2024-08-29,P09361,D01364,Central,460,515.2,11.98,6.65,Cash
S006040,2024-04-25,P04869,D08224,Central,239,511.46,0.78,5.89,Online
S006041,2024-07-19,P06848,D03933,West,73,629.99,14.29,12.55,Cheque
S006042,2024-05-14,P08317,D09519,West,236,1753.48,9.31,14.48,Online
S006043,2024-05-06,P02290,D09092,South,80,100.8,9.14,15.07,Credit
S006044,2024-04-10,P04383,D09194,East,306,2163.42,13.72,10.88,Cash
S006045,2024-01-29,P07613,D07873,South,323,3798.48,10.44,13.48,Online
S006046,2024-03-12,P06094,D01689,South,48,361.44,12.7,10.74,Cash
S006047,2024-03-16,P02273,D00031,East,408,1664.64,6.29,12.69,Credit
S006048,2024-07-31,P08044,D09998,East,175,1991.5,2.42,7.86,Credit
S006049,2024-12-08,P05742,D05236,North,426,2377.08,3.79,16.97,Online
S006050,2024-02-29,P01772,D01218,South,349,1350.63,7.56,13.86,Cheque
S006051,2024-08-28,P00547,D06785,East,438,1033.68,0.12,15.89,Online
S006052,2024-12-06,P05904,D01168,East,314,3840.22,9.73,8.93,Online
S006053,2024-04-12,P03810,D03311,East,143,766.48,6.51,14.35,Credit
S006054,2024-08-11,P02567,D04020,North,337,3272.27,12.91,16.89,Cash
S006055,2024-10-07,P06490,D01402,East,401,3653.11,0.75,10.72,Credit
S006056,2024-10-18,P02340,D00102,Central,80,748.0,6.46,13.44,Credit
S006057,2024-08-11,P06394,D06522,North,488,3323.28,10.97,9.85,Cash
S006058,2024-11-12,P00337,D08845,East,464,4686.4,5.11,17.74,Cheque
S006059,2024-01-06,P09775,D00708,West,29,129.05,0.55,5.03,Online
S006060,2024-05-10,P09706,D09077,North,257,460.03,4.48,5.28,Cash
S006061,2024-11-02,P06375,D08586,South,388,3169.96,11.03,13.25,Online
S006062,2024-04-08,P02993,D08526,West,36,438.84,10.88,15.62,Credit
S006063,2024-02-24,P04697,D06952,North,481,2539.68,9.6,9.05,Cash
S006064,2024-05-06,P07567,D02659,Central,470,4690.6,1.86,12.08,Cheque
S006065,2024-10-31,P03960,D08407,East,413,1036.63,7.13,12.92,Credit
S006066,2024-09-15,P01036,D03674,Central,350,4161.5,5.67,5.56,Cash
S006067,2024-04-15,P02041,D06258,North,66,594.0,2.86,14.77,Online
S006068,2024-03-25,P09769,D08034,South,228,1133.16,5.88,9.79,Cash
S006069,2024-08-06,P03689,D04872,North,133,1117.2,11.81,14.6,Online
S006070,2024-02-06,P06198,D08513,North,307,3570.41,3.59,5.71,Cash
S006071,2024-12-23,P05546,D04016,West,494,5043.74,14.45,6.06,Cash
S006072,2024-06-17,P09867,D04673,Central,187,2251.48,14.03,6.75,Cheque
S006073,2024-05-07,P02203,D06391,North,159,1345.14,9.34,10.54,Credit
S006074,2024-05-10,P01184,D07600,North,284,1161.56,3.9,15.06,Credit
S006075,2024-10-05,P07689,D03948,North,305,3650.85,2.6,6.76,Cash
S006076,2024-01-19,P07318,D04612,North,286,2920.06,8.03,7.95,Credit
S006077,2024-07-13,P00931,D03257,East,448,4520.32,1.46,8.49,Cash
S006078,2024-10-03,P09027,D02165,West,223,2794.19,7.21,16.28,Cash
S006079,2024-12-21,P06388,D05579,West,426,4536.9,14.25,6.44,Cheque
S006080,2024-08-06,P02117,D07692,West,204,1052.64,8.23,11.49,Cheque
S006081,2024-07-01,P02438,D01997,North,73,886.22,5.13,9.14,Cheque
S006082,2024-01-11,P03198,D00499,West,274,1161.76,5.45,14.45,Online
S006083,2024-12-23,P05426,D08537,North,446,1302.32,10.55,16.26,Cheque
S006084,2024-08-11,P04810,D00107,South,490,4787.3,10.21,6.04,Cheque
S006085,2024-05-15,P09664,D03781,West,81,482.76,13.37,5.85,Cash
S006086,2024-01-28,P02339,D09265,South,30,126.0,11.56,13.1,Cheque
S006087,2024-03-30,P05912,D01696,South,384,3448.32,7.72,8.89,Online
S006088,2024-06-06,P02553,D01941,East,324,1396.44,13.55,7.1,Cheque
S006089,2024-11-24,P02021,D07927,West,228,291.84,0.19,13.93,Online
S006090,2024-12-23,P07890,D08040,West,99,939.51,6.11,17.1,Online
S006091,2024-06-04,P02049,D03078,North,251,1621.46,5.75,9.84,Cash
S006092,2024-02-05,P00257,D04734,Central,25,264.0,7.45,10.02,Cash
S006093,2024-02-25,P08472,D07876,East,427,516.67,6.86,9.71,Cash
S006094,2024-08-19,P04449,D09717,West,137,463.06,14.06,7.31,Online
S006095,2024-10-16,P05461,D06951,South,37,475.82,4.92,14.24,Credit
S006096,2024-09-21,P07838,D00172,Central,103,1305.01,8.53,14.25,Online
S006097,2024-06-09,P09359,D07251,Central,196,2206.96,8.86,7.22,Online
S006098,2024-04-26,P09559,D02388,Central,26,19.24,5.85,10.94,Credit
S006099,2024-10-06,P09179,D00686,West,272,3027.36,5.51,15.75,Online
S006100,2024-02-05,P08150,D07166,West,195,407.55,4.08,17.05,Cash
S006101,2024-07-04,P07837,D09773,South,482,1836.42,11.42,13.54,Cash
S006102,2024-09-21,P00413,D06531,East,377,2009.41,14.91,5.65,Cash
S006103,2024-08-15,P00909,D02040,West,171,2134.08,10.95,13.0,Cash
S006104,2024-12-03,P09992,D00315,Central,36,272.88,10.01,15.33,Credit
S006105,2024-04-21,P02613,D06741,Central,95,724.85,4.54,11.56,Cheque
S006106,2024-06-08,P02457,D05984,North,68,602.48,11.68,6.73,Cheque
S006107,2024-09-11,P05311,D01397,West,425,2924.0,12.43,6.18,Credit
S006108,2024-07-18,P04639,D08523,East,328,3758.88,7.12,14.11,Cheque
S006109,2024-09-21,P05827,D09522,West,272,2929.44,4.53,15.78,Credit
S006110,2024-01-01,P03671,D01196,North,249,1220.1,0.81,5.45,Credit
S006111,2024-05-19,P02255,D09189,North,187,774.18,0.12,12.85,Online
S006112,2024-09-17,P04556,D03177,South,481,1948.05,5.78,14.17,Online
S006113,2024-01-02,P07946,D05383,Central,451,1343.98,14.61,17.99,Cash
S006114,2024-04-22,P07654,D08190,South,257,2672.8,2.98,7.34,Cheque
S006115,2024-09-01,P00975,D04379,West,15,143.55,11.05,9.59,Credit
S006116,2024-07-22,P09067,D05930,South,240,640.8,3.64,6.38,Online
S006117,2024-07-03,P09497,D06960,East,374,2674.1,1.1,9.58,Cash
S006118,2024-04-13,P06325,D09625,Central,299,660.79,14.41,13.33,Cash
S006119,2024-11-01,P04354,D00516,North,263,1304.48,14.91,17.82,Cash
S006120,2024-04-11,P03548,D08383,Central,216,583.2,7.75,7.32,Cash
S006121,2024-08-17,P08028,D05059,Central,164,1436.64,5.08,6.3,Credit
S006122,2024-10-24,P02971,D05256,West,400,324.0,13.61,12.44,Credit
S006123,2024-03-30,P05639,D05154,East,419,5015.43,5.0,12.13,Online
S006124,2024-10-23,P02872,D00379,Central,17,158.61,5.6,16.71,Cheque
S006125,2024-07-10,P09632,D00015,East,65,331.5,3.67,5.93,Credit
S006126,2024-11-15,P03927,D07606,South,54,179.28,6.31,15.48,Credit
S006127,2024-10-17,P06657,D07535,South,114,111.72,1.27,10.38,Cash
S006128,2024-03-18,P06902,D01177,South,437,4942.47,9.48,13.63,Cash
S006129,2024-02-10,P01853,D00234,South,138,280.14,5.63,13.14,Online
S006130,2024-11-04,P04063,D05811,South,278,3108.04,8.24,5.58,Cash
S006131,2024-06-21,P05429,D09270,North,11,70.84,7.1,10.21,Online
S006132,2024-10-04,P00269,D09312,West,366,3923.52,14.06,11.74,Cash
S006133,2024-06-07,P08179,D08654,East,193,2383.55,14.27,8.43,Online
S006134,2024-09-08,P03367,D00423,North,274,3348.28,7.89,10.58,Cash
S006135,2024-06-06,P03650,D00649,Central,268,2184.2,0.41,6.02,Online
S006136,2024-10-31,P07163,D02468,Central,361,3794.11,0.67,7.39,Cash
S006137,2024-01-14,P09858,D08892,South,232,1579.92,8.59,16.36,Credit
S006138,2024-12-15,P06591,D05184,West,446,4696.38,10.04,13.5,Cheque
S006139,2024-02-13,P04506,D01479,East,255,1501.95,9.36,11.0,Cash
S006140,2024-10-07,P00544,D07290,East,287,2339.05,0.56,9.01,Credit
S006141,2024-07-01,P09016,D09147,East,483,1188.18,5.88,8.29,Cash
S006142,2024-09-06,P08062,D06925,Central,448,882.56,12.68,16.72,Online
S006143,2024-01-10,P03061,D05636,West,475,1729.0,13.96,7.94,Credit
S006144,2024-10-09,P03949,D09122,Central,153,717.57,4.02,12.61,Cash
S006145,2024-05-23,P03918,D01237,West,403,934.96,12.56,15.74,Cash
S006146,2024-07-28,P05050,D05996,West,188,462.48,12.47,5.03,Cash
S006147,2024-02-08,P06791,D09287,West,43,74.39,8.7,16.36,Cash
S006148,2024-05-29,P05583,D06681,East,466,932.0,3.67,10.9,Credit
S006149,2024-10-06,P03280,D00183,South,389,1769.95,4.42,12.46,Credit
S006150,2024-03-14,P04883,D00900,South,416,4642.56,3.86,5.51,Online
S006151,2024-11-16,P04445,D03726,East,278,1323.28,13.02,15.59,Online
S006152,2024-04-25,P05277,D08495,East,208,2036.32,5.73,15.65,Online
S006153,2024-12-02,P06159,D06684,West,477,5714.46,1.52,5.12,Credit
S006154,2024-01-28,P08828,D08785,North,399,3575.04,4.55,13.1,Cheque
S006155,2024-08-08,P05244,D04804,East,177,1559.37,4.34,17.61,Cheque
S006156,2024-11-29,P00509,D09193,South,212,756.84,11.94,9.24,Cheque
S006157,2024-02-19,P06077,D03919,East,305,259.25,1.13,8.16,Credit
S006158,2024-09-19,P06937,D04528,North,152,244.72,10.39,12.78,Cheque
S006159,2024-08-27,P06165,D09749,East,485,4675.4,2.61,15.06,Cash
S006160,2024-03-02,P03914,D06268,East,278,2982.94,4.59,12.31,Credit
S006161,2024-07-22,P04144,D01359,East,67,816.06,13.91,11.28,Cheque
S006162,2024-06-07,P00680,D07588,North,364,2824.64,4.2,17.93,Credit
S006163,2024-05-08,P02357,D03157,West,111,1428.57,2.07,5.93,Cheque
S006164,2024-03-22,P00963,D09761,North,69,615.48,12.28,15.43,Cash
S006165,2024-07-31,P08041,D09577,North,188,174.84,13.96,6.71,Cheque
S006166,2024-12-03,P05103,D08442,Central,57,319.2,6.92,14.18,Online
S006167,2024-04-21,P04991,D09248,North,384,3859.2,4.36,13.88,Cash
S006168,2024-04-06,P04044,D00375,North,349,1832.25,14.15,15.5,Cash
S006169,2024-10-06,P02301,D08459,North,296,571.28,12.16,6.64,Credit
S006170,2024-08-12,P04025,D03137,North,3,4.29,10.82,14.72,Cheque
S006171,2024-01-21,P07532,D00900,West,374,2928.42,12.75,17.64,Credit
S006172,2024-02-16,P08893,D02801,Central,67,826.78,7.83,8.82,Credit
S006173,2024-03-19,P02688,D03616,Central,334,4064.78,0.79,16.57,Online
S006174,2024-08-22,P00791,D05847,East,427,4709.81,9.34,9.77,Cash
S006175,2024-01-19,P04213,D01402,Central,449,3484.24,3.24,13.66,Credit
S006176,2024-04-26,P09577,D06690,West,320,304.0,14.78,9.6,Credit
S006177,2024-06-17,P09680,D04331,Central,304,1769.28,0.71,12.48,Cheque
S006178,2024-04-06,P04573,D04382,Central,232,2498.64,1.05,15.52,Online
S006179,2024-09-21,P09775,D07615,North,90,250.2,1.53,17.52,Credit
S006180,2024-05-22,P00402,D06657,West,349,1706.61,1.29,14.45,Cash
S006181,2024-10-08,P07265,D05667,East,322,1291.22,3.57,14.47,Cash
S006182,2024-05-07,P06993,D00411,South,244,1961.76,5.01,17.5,Cheque
S006183,2024-01-06,P01587,D06522,North,304,3252.8,0.49,10.85,Cheque
S006184,2024-10-20,P06636,D02019,East,136,1349.12,10.53,6.28,Cash
S006185,2024-04-01,P04304,D01073,South,322,1774.22,13.78,17.28,Cheque
S006186,2024-09-01,P03850,D06099,West,13,123.11,5.16,14.81,Cheque
S006187,2024-07-22,P09547,D09146,South,15,102.75,3.05,12.74,Credit
S006188,2024-06-25,P00351,D03377,South,407,846.56,4.7,6.29,Cheque
S006189,2024-04-12,P07673,D00003,West,68,73.44,8.65,7.38,Online
S006190,2024-04-07,P07526,D07137,East,87,990.06,12.12,12.97,Cash
S006191,2024-12-11,P06814,D08271,North,299,3294.98,4.64,16.38,Online
S006192,2024-04-09,P08281,D03676,South,139,767.28,8.75,13.26,Credit
S006193,2024-09-20,P09586,D09842,East,92,959.56,4.56,8.78,Online
S006194,2024-03-21,P05130,D08139,North,419,4420.45,13.59,13.82,Credit
S006195,2024-01-15,P07060,D06304,East,236,346.92,4.87,5.84,Online
S006196,2024-03-04,P07850,D03226,South,343,2075.15,10.44,9.12,Online
S006197,2024-04-23,P08929,D03888,East,372,2749.08,2.58,12.11,Cheque
S006198,2024-11-02,P03990,D00081,East,468,2386.8,4.7,17.04,Cash
S006199,2024-07-06,P08863,D03376,West,48,384.96,9.04,15.16,Online
S006200,2024-07-16,P06609,D00190,West,452,2115.36,7.22,6.87,Cheque
S006201,2024-11-14,P05937,D05361,North,446,740.36,10.5,10.8,Online
S006202,2024-07-18,P00968,D09256,North,175,1834.0,5.56,5.44,Cash
S006203,2024-05-12,P03019,D02891,East,424,3281.76,6.29,11.48,Credit
S006204,2024-06-01,P09152,D09392,North,383,2738.45,9.36,14.07,Online
S006205,2024-04-23,P04215,D09892,West,48,171.36,7.9,12.88,Cheque
S006206,2024-04-27,P00181,D06328,Central,490,1278.9,9.3,11.45,Cash
S006207,2024-07-16,P09106,D01243,West,225,1838.25,4.1,16.5,Online
S006208,2024-11-08,P05875,D05378,North,421,3856.36,4.86,15.44,Cash
S006209,2024-05-25,P02499,D08384,West,416,386.88,14.11,9.77,Cheque
S006210,2024-05-11,P09942,D03982,South,423,2643.75,1.71,13.91,Cash
S006211,2024-06-14,P05804,D00087,East,298,1266.5,14.12,7.84,Cash
S006212,2024-09-15,P07736,D07800,Central,16,56.0,0.94,17.11,Cheque
S006213,2024-06-03,P08407,D07367,East,238,2960.72,0.46,16.0,Credit
S006214,2024-10-04,P09699,D09997,North,273,2309.58,1.63,6.84,Online
S006215,2024-06-23,P09773,D07985,Central,159,879.27,11.1,11.62,Cheque
S006216,2024-07-08,P00700,D08551,North,466,517.26,9.04,5.69,Online
S006217,2024-10-01,P02272,D05746,Central,233,980.93,1.85,14.43,Online
S006218,2024-01-06,P00860,D01179,North,411,2494.77,13.96,15.14,Cash
S006219,2024-11-19,P07394,D04697,South,339,1220.4,13.37,10.24,Online
S006220,2024-08-02,P09240,D05262,East,52,370.76,11.95,11.31,Cash
S006221,2024-01-03,P07717,D08591,West,450,1719.0,7.33,13.57,Credit
S006222,2024-04-15,P08383,D09384,West,269,209.82,11.99,13.46,Cheque
S006223,2024-04-25,P01155,D00720,South,264,1457.28,10.14,9.0,Cheque
S006224,2024-01-31,P05479,D09232,East,452,1948.12,6.67,12.56,Cash
S006225,2024-11-19,P08558,D06821,East,43,80.84,9.39,6.86,Cash
S006226,2024-02-03,P08327,D09087,Central,349,858.54,12.66,5.97,Cheque
S006227,2024-12-10,P08537,D09159,East,99,1043.46,5.25,7.47,Credit
S006228,2024-09-03,P03183,D00131,West,470,4751.7,5.3,11.45,Online
S006229,2024-11-24,P03575,D01350,West,59,634.84,6.01,6.25,Credit
S006230,2024-12-21,P09461,D05676,South,11,135.08,8.5,5.78,Cheque
S006231,2024-01-25,P08351,D01375,North,101,864.56,9.19,7.38,Credit
S006232,2024-03-09,P04921,D01260,Central,269,1213.19,11.58,6.63,Online
S006233,2024-10-13,P02572,D04671,East,234,2859.48,12.71,11.2,Cash
S006234,2024-06-20,P00024,D07796,Central,471,4592.25,13.18,10.42,Cash
S006235,2024-09-05,P09381,D09704,East,292,157.68,13.53,12.06,Cheque
S006236,2024-05-02,P08553,D00038,South,289,3103.86,5.58,12.57,Credit
S006237,2024-01-08,P00997,D02180,South,321,1027.2,1.66,5.63,Online
S006238,2024-05-14,P04637,D06358,West,293,2159.41,9.38,9.61,Online
S006239,2024-03-01,P09875,D06905,North,493,5033.53,0.61,14.29,Credit
S006240,2024-10-14,P08901,D06895,North,53,204.58,5.09,17.19,Cheque
S006241,2024-09-15,P00405,D07887,Central,470,5386.2,14.71,10.16,Cash
S006242,2024-08-06,P04121,D07597,Central,421,3974.24,4.93,7.37,Cheque
S006243,2024-11-18,P01943,D02515,South,426,234.3,5.61,13.2,Credit
S006244,2024-04-18,P03129,D07336,South,381,1036.32,12.38,11.58,Cash
S006245,2024-10-12,P04061,D06565,Central,235,1501.65,5.66,13.68,Cash
S006246,2024-10-20,P09204,D03673,North,494,3156.66,5.53,13.95,Credit
S006247,2024-08-14,P07775,D05988,North,186,1984.62,11.24,5.54,Online
S006248,2024-08-12,P02010,D08809,East,266,1835.4,9.27,13.62,Cash
S006249,2024-04-07,P08468,D04465,Central,290,1070.1,9.31,11.66,Online
S006250,2024-06-14,P01259,D05083,South,496,3635.68,2.54,10.58,Cash
S006251,2024-01-05,P08976,D05638,West,268,144.72,10.62,14.01,Credit
S006252,2024-07-10,P06329,D05009,West,408,4451.28,5.52,6.53,Cheque
S006253,2024-02-03,P04760,D09141,East,110,1394.8,10.41,7.57,Cheque
S006254,2024-09-23,P08002,D04141,North,421,1957.65,10.22,7.16,Cash
S006255,2024-08-01,P02001,D06165,Central,318,2181.48,5.49,11.4,Cash
S006256,2024-03-10,P05399,D00776,Central,183,183.0,9.01,14.24,Cheque
S006257,2024-03-18,P09478,D09051,East,113,1359.39,11.12,13.93,Cash
S006258,2024-09-30,P05621,D03415,West,262,1451.48,1.01,6.41,Credit
S006259,2024-05-02,P01498,D00505,East,38,87.4,2.57,7.75,Cash
S006260,2024-03-05,P02534,D06978,Central,319,376.42,13.66,5.12,Online
S006261,2024-08-17,P04081,D03118,West,344,3446.88,14.74,10.09,Credit
S006262,2024-12-13,P07200,D04871,West,190,625.1,6.69,15.85,Cheque
S006263,2024-05-01,P00693,D06223,North,311,2512.88,14.76,10.37,Online
S006264,2024-10-26,P03332,D09116,North,252,1905.12,9.75,7.22,Cash
S006265,2024-04-27,P09258,D08949,West,271,2869.89,11.97,6.06,Credit
S006266,2024-08-31,P07716,D05906,East,189,854.28,13.04,5.24,Cash
S006267,2024-05-25,P02815,D01358,East,363,1658.91,11.89,10.02,Credit
S006268,2024-12-04,P01242,D08528,North,489,3261.63,13.24,17.99,Cash
S006269,2024-09-12,P03273,D05145,South,188,2430.84,11.93,17.64,Cash
S006270,2024-06-29,P03587,D09558,Central,380,1189.4,11.27,16.27,Credit
S006271,2024-04-27,P06604,D05571,South,80,429.6,8.79,12.55,Credit
S006272,2024-10-23,P06252,D03085,Central,51,606.39,5.82,14.57,Cash
S006273,2024-02-18,P02424,D05358,East,44,484.0,0.99,10.74,Credit
S006274,2024-09-24,P07085,D07019,West,96,756.48,14.03,13.15,Credit
S006275,2024-09-19,P09705,D03475,Central,153,1962.99,6.16,14.41,Credit
S006276,2024-02-09,P06716,D07037,West,488,2415.6,14.06,7.69,Cheque
S006277,2024-09-05,P03752,D03229,South,104,1285.44,1.66,8.49,Online
S006278,2024-11-23,P08979,D09867,South,18,52.74,0.43,6.53,Online
S006279,2024-08-02,P07323,D07081,South,59,684.4,6.38,14.71,Cheque
S006280,2024-07-26,P07281,D08368,South,170,513.4,10.71,6.54,Credit
S006281,2024-05-06,P05833,D09454,Central,55,408.1,11.62,5.98,Online
S006282,2024-07-11,P04354,D05950,North,188,1494.6,12.88,8.92,Cash
S006283,2024-09-17,P09689,D09811,Central,163,1714.76,12.51,6.04,Credit
S006284,2024-10-25,P00048,D07726,South,83,597.6,2.6,9.39,Credit
S006285,2024-10-10,P01254,D03235,West,266,441.56,1.94,10.76,Cheque
S006286,2024-12-08,P08326,D04385,South,380,3982.4,3.77,16.09,Online
S006287,2024-07-01,P02185,D00003,Central,137,100.01,8.0,11.14,Credit
S006288,2024-09-13,P00826,D04326,East,137,1334.38,14.9,13.14,Online
S006289,2024-02-10,P08715,D07546,West,319,3997.07,7.38,6.42,Cash
S006290,2024-08-08,P03312,D01949,East,414,3171.24,10.85,16.17,Credit
S006291,2024-02-10,P07460,D04756,East,97,988.43,13.85,14.47,Cash
S006292,2024-11-15,P04545,D06354,South,14,25.06,0.51,14.4,Cash
S006293,2024-03-10,P06134,D03759,West,61,439.2,4.74,14.44,Cash
S006294,2024-09-29,P04215,D07540,East,400,1176.0,14.9,5.35,Credit
S006295,2024-08-01,P05807,D02489,Central,166,2040.14,9.94,9.29,Credit
S006296,2024-11-03,P06132,D02617,East,4,32.28,2.8,8.34,Cash
S006297,2024-02-02,P08127,D08694,South,88,328.24,13.79,9.1,Credit
S006298,2024-06-08,P06331,D09672,North,164,308.32,3.86,16.72,Online
S006299,2024-01-10,P04260,D08272,West,452,2178.64,2.03,15.1,Online
S006300,2024-08-03,P01988,D02321,South,275,2425.5,11.01,9.41,Cheque
S006301,2024-03-14,P00342,D06063,South,187,2066.35,0.88,12.13,Credit
S006302,2024-09-16,P04203,D05854,North,32,137.28,12.26,6.66,Cash
S006303,2024-01-11,P04639,D04405,South,43,387.43,3.8,11.11,Credit
S006304,2024-07-10,P07008,D03538,West,253,3068.89,12.31,13.21,Credit
S006305,2024-10-22,P07991,D08195,South,120,1042.8,7.91,10.41,Online
S006306,2024-03-15,P01836,D01468,North,306,1878.84,2.64,11.81,Credit
S006307,2024-05-12,P02690,D02857,South,456,1381.68,5.57,16.37,Cheque
S006308,2024-10-24,P05995,D08872,South,17,196.52,13.89,10.31,Online
S006309,2024-08-06,P04857,D00628,East,96,1213.44,11.01,13.67,Credit
S006310,2024-08-22,P06070,D01977,South,197,1906.96,11.94,15.54,Cheque
S006311,2024-12-05,P09445,D08153,West,72,171.36,1.54,13.59,Online
S006312,2024-08-10,P07217,D04702,South,327,1670.97,14.1,11.31,Credit
S006313,2024-10-14,P00373,D08866,North,311,2285.85,13.07,12.12,Online
S006314,2024-07-04,P01529,D00837,South,80,965.6,13.04,11.67,Cheque
S006315,2024-11-08,P04907,D07785,West,195,1747.2,8.34,15.04,Cash
S006316,2024-11-12,P03961,D06425,South,385,719.95,14.1,16.52,Cash
S006317,2024-05-19,P02187,D08051,Central,124,1430.96,2.24,17.31,Online
S006318,2024-10-02,P01458,D09325,Central,178,1852.98,2.42,17.12,Cheque
S006319,2024-06-15,P01399,D03047,North,60,312.0,12.63,10.86,Online
S006320,2024-06-30,P09920,D04502,Central,330,3738.9,1.85,15.16,Credit
S006321,2024-07-25,P06324,D00171,Central,18,220.86,6.02,17.41,Credit
S006322,2024-03-25,P07630,D05342,South,221,1414.4,4.36,16.86,Cheque
S006323,2024-08-17,P08879,D01178,South,442,265.2,9.81,15.67,Cheque
S006324,2024-05-17,P01998,D01191,East,426,3718.98,1.49,12.05,Cheque
S006325,2024-08-18,P06983,D05787,East,319,2236.19,8.11,9.26,Cash
S006326,2024-11-29,P03535,D00955,North,184,2029.52,6.05,11.22,Cheque
S006327,2024-08-25,P00290,D09003,West,358,2004.8,11.11,17.06,Online
S006328,2024-04-25,P02042,D08345,East,21,189.0,12.37,6.49,Cheque
S006329,2024-07-25,P02863,D02437,West,150,667.5,2.57,5.08,Online
S006330,2024-07-13,P09043,D04872,West,169,760.5,12.6,14.39,Cheque
S006331,2024-05-27,P03070,D07056,North,230,1147.7,11.69,14.61,Credit
S006332,2024-04-24,P09686,D02532,Central,306,2689.74,12.38,5.58,Credit
S006333,2024-08-06,P07865,D00723,South,182,1372.28,3.78,11.06,Credit
S006334,2024-10-27,P05433,D04363,Central,114,1166.22,5.07,17.61,Online
S006335,2024-08-23,P08131,D06544,West,299,1710.28,11.22,13.5,Cheque
S006336,2024-07-27,P01666,D09398,East,155,1088.1,5.22,8.96,Credit
S006337,2024-03-26,P08843,D08071,Central,126,767.34,2.22,13.53,Cash
S006338,2024-03-16,P08548,D03526,Central,256,3146.24,12.01,17.05,Online
S006339,2024-03-17,P02619,D06293,East,431,1051.64,7.09,10.35,Credit
S006340,2024-09-12,P05168,D04109,East,102,323.34,8.95,13.34,Cash
S006341,2024-04-15,P06874,D00098,South,367,2873.61,8.49,17.1,Cheque
S006342,2024-08-23,P02922,D03783,North,392,4029.76,1.43,16.62,Online
S006343,2024-09-19,P06042,D06698,West,313,366.21,2.56,10.82,Cash
S006344,2024-01-19,P05432,D01352,South,47,30.55,1.83,14.86,Cash
S006345,2024-07-16,P08173,D06905,Central,98,827.12,13.5,11.71,Cheque
S006346,2024-03-17,P05637,D01727,West,22,259.38,1.74,17.03,Credit
S006347,2024-08-07,P04549,D05666,East,291,2028.27,13.1,6.28,Online
S006348,2024-08-30,P08034,D04193,East,93,285.51,14.86,10.49,Cheque
S006349,2024-05-24,P04658,D00931,South,168,119.28,4.12,6.71,Cash
S006350,2024-07-01,P00149,D02734,South,372,4013.88,8.86,5.03,Online
S006351,2024-06-08,P09842,D05974,West,80,71.2,8.33,10.7,Credit
S006352,2024-07-10,P06252,D03275,North,277,642.64,2.5,7.71,Online
S006353,2024-03-11,P03833,D04474,West,419,3620.16,13.48,10.14,Online
S006354,2024-03-10,P08607,D08860,East,361,1021.63,8.64,7.1,Cash
S006355,2024-06-22,P06504,D03356,Central,280,2209.2,1.5,8.0,Online
S006356,2024-11-27,P03955,D06267,West,183,1725.69,9.71,13.38,Cash
S006357,2024-09-05,P04008,D01815,Central,242,796.18,1.24,17.0,Cash
S006358,2024-05-28,P07782,D09697,West,323,213.18,11.87,17.7,Online
S006359,2024-06-20,P03592,D02337,North,498,6105.48,11.99,5.66,Credit
S006360,2024-06-20,P08484,D02701,South,297,965.25,5.28,6.87,Cheque
S006361,2024-08-29,P03159,D04961,Central,291,2197.05,1.52,16.94,Cheque
S006362,2024-07-15,P07841,D07807,North,335,3906.1,1.28,7.92,Cash
S006363,2024-03-02,P08079,D01949,North,192,1716.48,5.13,13.78,Credit
S006364,2024-07-14,P07065,D00618,East,455,2193.1,7.22,8.79,Credit
S006365,2024-11-02,P01989,D00066,South,444,1940.28,8.61,14.42,Credit
S006366,2024-02-21,P04048,D04872,West,436,972.28,14.67,8.97,Cash
S006367,2024-09-30,P07325,D08551,Central,151,1467.72,11.85,16.09,Online
