InventoryID,ProductID,BatchNo,StockLevel,ReorderLevel,ManufacturingDate,ExpiryDate,PlantLocation,WarehouseType,UnitCost
I005074,P06893,B03709,544,71,2023-11-29,2025-02-09,Delhi,Main,3.17
I005075,P05857,B02469,116,177,2023-08-20,2025-06-25,Ahmedabad,Secondary,9.29
I005076,P08999,B02605,708,58,2023-11-15,2024-11-24,Mumbai,Secondary,2.61
I005077,P06059,B03592,617,54,2023-03-02,2024-12-13,Mumbai,Transit,5.81
I005078,P05631,B01205,186,118,2023-04-12,2025-07-19,Kolkata,Secondary,8.83
I005079,P02085,B00575,355,70,2023-02-01,2025-03-10,Mumbai,Secondary,3.64
I005080,P05566,B04147,353,115,2023-02-23,2025-02-09,Chennai,Transit,0.37
I005081,P05474,B04558,843,145,2023-12-06,2026-04-19,Delhi,Main,4.03
I005082,P00131,B03878,898,173,2023-06-22,2025-04-15,Pune,Transit,5.05
I005083,P09785,B04576,477,199,2023-09-23,2025-07-12,Bangalore,Transit,4.13
I005084,P06244,B01220,819,59,2023-10-30,2026-01-03,Kolkata,Secondary,8.99
I005085,P00194,B04401,829,132,2023-06-17,2024-08-02,Chennai,Transit,2.44
I005086,P05128,B04649,310,146,2023-10-26,2025-02-19,Mumbai,Secondary,2.5
I005087,P04660,B03055,753,104,2023-11-29,2026-08-04,Hyderabad,Main,0.43
I005088,P03411,B00535,97,197,2023-04-11,2024-04-12,Chennai,Secondary,8.64
I005089,P08242,B03153,970,69,2023-08-08,2025-02-18,Delhi,Main,2.65
I005090,P07930,B04345,696,99,2023-04-23,2024-10-12,Mumbai,Transit,4.52
I005091,P02681,B02478,440,61,2023-04-25,2026-03-14,Kolkata,Secondary,1.09
I005092,P09409,B02096,130,177,2023-01-05,2024-04-14,Chennai,Transit,5.1
I005093,P06719,B00796,780,95,2023-01-04,2025-05-23,Mumbai,Transit,4.18
I005094,P08593,B01342,399,72,2023-03-10,2025-01-17,Chennai,Main,4.78
I005095,P02371,B00849,921,198,2023-09-20,2025-11-06,Delhi,Transit,7.13
I005096,P04257,B04803,674,87,2023-01-05,2025-04-06,Mumbai,Main,8.93
I005097,P08616,B02483,487,70,2023-04-11,2025-08-07,Pune,Transit,1.27
I005098,P03497,B04216,332,76,2023-11-03,2026-07-03,Chennai,Secondary,9.74
I005099,P00423,B01494,252,117,2023-09-28,2025-09-23,Mumbai,Main,4.82
I005100,P08281,B04428,857,52,2023-07-19,2025-07-15,Hyderabad,Secondary,5.53
I005101,P01973,B04116,208,84,2023-10-31,2025-05-31,Chennai,Transit,5.02
I005102,P07517,B03537,212,112,2023-05-29,2026-01-17,Ahmedabad,Transit,7.62
I005103,P05720,B02700,582,188,2023-03-23,2025-05-28,Ahmedabad,Secondary,3.54
I005104,P01378,B04480,160,196,2023-12-03,2026-01-27,Ahmedabad,Secondary,5.67
I005105,P04100,B02767,720,140,2023-06-06,2026-02-26,Ahmedabad,Main,8.49
I005106,P04367,B02005,297,83,2023-04-04,2025-07-06,Bangalore,Main,5.32
I005107,P02594,B00545,610,76,2023-05-30,2026-04-06,Ahmedabad,Transit,5.33
I005108,P07536,B03171,80,58,2023-08-08,2026-06-12,Kolkata,Transit,2.71
I005109,P03415,B04992,422,108,2023-03-12,2024-03-18,Ahmedabad,Transit,7.03
I005110,P06899,B00059,855,113,2023-12-27,2025-11-27,Kolkata,Transit,2.06
I005111,P01026,B03117,839,130,2023-12-26,2026-04-28,Pune,Main,1.2
I005112,P03219,B02971,112,154,2023-04-24,2024-05-28,Delhi,Main,4.02
I005113,P06256,B01702,728,183,2023-06-17,2025-11-06,Pune,Secondary,1.72
I005114,P02754,B03241,37,99,2023-01-26,2025-01-02,Ahmedabad,Transit,7.5
I005115,P04258,B02432,218,182,2023-07-10,2025-10-20,Chennai,Secondary,5.78
I005116,P03361,B03082,636,59,2023-10-20,2026-01-25,Ahmedabad,Transit,5.57
I005117,P01122,B00042,696,91,2023-05-20,2024-11-28,Pune,Secondary,1.62
I005118,P08558,B02548,266,147,2023-11-10,2025-04-26,Hyderabad,Main,2.32
I005119,P01464,B01802,370,146,2023-10-10,2026-05-24,Kolkata,Main,10.0
I005120,P00296,B01246,174,197,2023-09-05,2025-09-27,Bangalore,Secondary,0.56
I005121,P09572,B00218,580,111,2023-05-27,2025-02-01,Hyderabad,Transit,9.91
I005122,P08265,B03096,613,87,2023-10-11,2024-12-07,Chennai,Secondary,5.71
I005123,P02678,B03762,567,140,2023-05-15,2024-09-13,Delhi,Secondary,4.73
I005124,P05185,B02493,840,104,2023-09-22,2025-07-30,Bangalore,Secondary,2.03
I005125,P02497,B04287,769,74,2023-04-29,2025-02-20,Pune,Transit,7.68
I005126,P09387,B04946,278,51,2023-09-19,2024-09-23,Bangalore,Transit,6.19
I005127,P03827,B01433,526,127,2023-06-12,2025-12-21,Pune,Secondary,2.7
I005128,P01061,B01770,494,168,2023-09-02,2025-02-25,Kolkata,Secondary,6.54
I005129,P00465,B04751,519,61,2023-10-26,2026-10-08,Mumbai,Secondary,5.95
I005130,P08440,B03183,787,87,2023-01-17,2024-05-31,Mumbai,Main,6.37
I005131,P02248,B00477,442,168,2023-02-08,2025-10-28,Chennai,Main,0.85
I005132,P03269,B03069,594,90,2023-01-26,2024-01-30,Chennai,Secondary,3.3
I005133,P05921,B04290,30,186,2023-02-17,2025-05-25,Mumbai,Secondary,8.46
I005134,P06905,B04463,320,160,2023-01-04,2024-11-14,Hyderabad,Secondary,6.69
I005135,P09942,B01468,26,125,2023-07-13,2026-05-23,Bangalore,Transit,7.95
I005136,P00043,B01440,239,134,2023-10-12,2026-08-25,Pune,Secondary,4.31
I005137,P02310,B01228,55,144,2023-03-30,2024-09-17,Bangalore,Transit,7.05
I005138,P01238,B03375,638,162,2023-08-11,2026-03-13,Chennai,Main,3.42
I005139,P08325,B02696,228,68,2023-04-05,2025-08-07,Ahmedabad,Secondary,8.54
I005140,P08065,B01397,609,111,2023-10-18,2025-03-05,Mumbai,Transit,4.54
I005141,P03625,B03800,686,89,2023-10-08,2025-10-25,Delhi,Secondary,2.3
I005142,P05540,B01026,984,93,2023-01-11,2025-04-20,Hyderabad,Main,7.3
I005143,P01221,B04547,825,137,2023-07-22,2026-06-28,Bangalore,Main,5.76
I005144,P07568,B00076,290,188,2023-01-07,2024-06-17,Ahmedabad,Secondary,8.55
I005145,P05409,B00414,255,173,2023-09-20,2026-02-07,Chennai,Transit,3.15
I005146,P03508,B03955,349,163,2023-10-30,2026-02-04,Bangalore,Secondary,5.74
I005147,P07361,B02448,856,119,2023-02-21,2024-09-26,Bangalore,Secondary,1.1
I005148,P02902,B04825,242,143,2023-12-28,2026-09-20,Bangalore,Secondary,6.16
I005149,P08914,B03643,332,77,2023-11-22,2026-10-12,Delhi,Secondary,4.96
I005150,P04645,B02864,749,190,2023-04-03,2026-03-26,Bangalore,Transit,9.42
I005151,P09972,B00694,539,83,2023-05-25,2024-12-13,Mumbai,Transit,6.68
I005152,P04880,B03702,806,171,2023-12-08,2025-08-12,Mumbai,Main,0.69
I005153,P09464,B00538,896,126,2023-11-05,2024-11-09,Pune,Main,5.64
I005154,P08957,B04586,731,123,2023-10-23,2026-04-16,Ahmedabad,Secondary,3.56
I005155,P03362,B02503,111,116,2023-05-23,2024-06-13,Bangalore,Transit,8.83
I005156,P04727,B04760,151,73,2023-02-08,2024-12-02,Pune,Transit,1.53
I005157,P04836,B04454,687,195,2023-02-09,2024-02-18,Delhi,Transit,5.25
I005158,P09029,B03780,65,190,2023-11-01,2026-10-22,Chennai,Secondary,0.39
I005159,P03206,B01120,197,153,2023-10-02,2026-07-11,Chennai,Main,0.88
I005160,P02489,B02437,229,192,2023-01-11,2024-12-11,Pune,Main,2.38
I005161,P06134,B01376,40,74,2023-02-16,2025-06-07,Pune,Main,8.32
I005162,P03270,B00079,65,121,2023-04-16,2024-06-21,Ahmedabad,Main,1.43
I005163,P05928,B02805,767,155,2023-03-18,2025-11-04,Mumbai,Secondary,8.96
I005164,P01218,B01304,239,75,2023-10-07,2025-10-14,Mumbai,Main,8.07
I005165,P02960,B01402,700,71,2023-08-18,2026-03-23,Mumbai,Transit,7.47
I005166,P02900,B03497,253,172,2023-10-22,2025-09-28,Pune,Transit,0.92
I005167,P09439,B03719,533,68,2023-03-30,2025-09-07,Pune,Secondary,5.67
I005168,P05871,B03821,62,176,2023-02-25,2025-04-28,Bangalore,Transit,0.93
I005169,P09000,B02407,340,107,2023-08-03,2025-01-29,Hyderabad,Main,5.47
I005170,P03341,B04329,373,51,2023-02-14,2024-04-06,Bangalore,Secondary,1.02
I005171,P01167,B01055,888,88,2023-04-10,2026-03-30,Chennai,Secondary,6.36
I005172,P04904,B03972,405,90,2023-01-02,2024-03-10,Chennai,Transit,4.47
I005173,P09654,B04825,464,133,2023-11-21,2025-04-16,Hyderabad,Main,0.31
I005174,P02208,B01142,30,130,2023-02-01,2025-03-24,Ahmedabad,Main,9.65
I005175,P01284,B00848,966,184,2023-10-20,2024-11-21,Mumbai,Main,0.33
I005176,P03287,B00512,776,146,2023-11-06,2025-05-28,Mumbai,Secondary,9.35
I005177,P07054,B01100,17,83,2023-08-05,2026-05-10,Kolkata,Main,7.24
I005178,P03128,B01661,674,156,2023-03-30,2024-08-13,Bangalore,Secondary,4.69
I005179,P04954,B02243,898,71,2023-12-19,2026-11-11,Delhi,Main,5.22
I005180,P02035,B03024,141,164,2023-08-28,2025-07-18,Bangalore,Secondary,1.08
I005181,P00216,B04880,809,120,2023-11-24,2025-01-01,Bangalore,Secondary,4.17
I005182,P00532,B00961,330,113,2023-08-04,2026-01-01,Pune,Secondary,4.63
I005183,P09266,B04232,34,113,2023-02-14,2024-04-03,Delhi,Transit,0.83
I005184,P07535,B01520,817,86,2023-04-21,2024-12-06,Pune,Transit,4.45
I005185,P06633,B00147,94,117,2023-08-13,2025-02-07,Bangalore,Main,8.16
I005186,P07328,B01743,519,74,2023-02-20,2024-12-13,Kolkata,Secondary,2.16
I005187,P05919,B03877,815,175,2023-07-01,2025-07-03,Chennai,Transit,1.88
I005188,P02246,B01062,416,88,2023-04-07,2024-06-24,Chennai,Main,8.09
I005189,P01584,B04711,755,83,2023-06-07,2025-05-01,Delhi,Transit,8.18
I005190,P05421,B03961,587,77,2023-11-16,2025-01-22,Chennai,Secondary,3.54
I005191,P01204,B02717,232,111,2023-11-27,2026-03-29,Bangalore,Secondary,4.18
I005192,P07927,B02024,653,78,2023-12-31,2026-10-08,Hyderabad,Transit,9.72
I005193,P06661,B02026,162,159,2023-09-28,2025-04-06,Pune,Transit,7.62
I005194,P07862,B04423,490,126,2023-07-21,2024-09-23,Mumbai,Main,7.46
I005195,P01265,B00566,647,183,2023-03-27,2024-04-18,Delhi,Main,7.11
I005196,P07312,B01109,779,174,2023-10-12,2026-06-10,Bangalore,Secondary,3.83
I005197,P06278,B04846,822,125,2023-08-16,2025-10-28,Ahmedabad,Main,4.2
I005198,P08277,B03519,456,128,2023-05-19,2024-07-01,Chennai,Transit,6.45
I005199,P00227,B01429,288,153,2023-03-10,2024-11-20,Kolkata,Secondary,4.43
I005200,P00633,B00975,704,188,2023-04-26,2024-06-01,Hyderabad,Secondary,5.57
I005201,P02723,B04299,330,193,2023-12-02,2025-05-13,Kolkata,Main,0.54
I005202,P08216,B01876,135,92,2023-12-20,2025-11-05,Mumbai,Main,8.5
I005203,P06109,B01851,458,112,2023-06-27,2025-01-08,Ahmedabad,Transit,9.99
I005204,P00082,B00887,642,132,2023-02-23,2025-03-10,Delhi,Transit,8.36
I005205,P02903,B04675,456,175,2023-04-18,2025-12-31,Mumbai,Secondary,4.26
I005206,P01104,B01332,908,138,2023-07-20,2025-11-10,Bangalore,Transit,2.61
I005207,P00375,B04096,504,63,2023-04-06,2025-01-15,Mumbai,Transit,6.47
I005208,P05471,B02884,586,158,2023-01-19,2025-11-28,Bangalore,Main,4.83
I005209,P00257,B02163,891,112,2023-12-07,2025-06-26,Kolkata,Main,8.48
I005210,P09343,B02904,186,145,2023-12-04,2026-08-25,Mumbai,Transit,2.19
I005211,P09058,B04535,135,62,2023-09-29,2024-12-05,Kolkata,Secondary,8.95
I005212,P01573,B03840,55,140,2023-07-22,2024-08-25,Bangalore,Main,5.58
I005213,P09221,B03073,115,68,2023-04-21,2025-09-29,Ahmedabad,Main,6.58
I005214,P03698,B04307,121,137,2023-05-17,2025-12-23,Kolkata,Secondary,9.34
I005215,P01755,B00555,531,74,2023-01-22,2024-07-01,Hyderabad,Main,4.41
I005216,P02091,B00627,811,97,2023-09-07,2026-07-10,Hyderabad,Transit,6.57
I005217,P00974,B02946,131,51,2023-05-22,2024-07-18,Ahmedabad,Main,4.49
I005218,P06698,B00646,646,91,2023-02-27,2024-06-10,Delhi,Secondary,7.36
I005219,P07059,B02245,949,79,2023-04-19,2024-11-18,Chennai,Main,3.61
I005220,P07425,B01719,306,138,2023-08-18,2025-11-09,Chennai,Transit,5.27
I005221,P06786,B02252,551,186,2023-07-27,2025-06-30,Mumbai,Transit,4.95
I005222,P05158,B02883,399,98,2023-03-25,2025-11-26,Kolkata,Transit,9.34
I005223,P09446,B02558,421,80,2023-11-04,2026-06-05,Ahmedabad,Transit,9.4
I005224,P04526,B04666,1000,64,2023-03-19,2025-10-29,Mumbai,Main,6.57
I005225,P06855,B03814,407,107,2023-04-06,2024-07-21,Kolkata,Main,0.63
I005226,P03421,B02766,684,145,2023-03-20,2025-08-12,Pune,Transit,2.29
I005227,P00540,B02196,276,52,2023-03-29,2025-02-13,Hyderabad,Transit,7.62
I005228,P07709,B04979,461,76,2023-05-29,2024-11-18,Bangalore,Transit,6.07
I005229,P05176,B02208,698,106,2023-07-22,2026-01-04,Kolkata,Secondary,8.35
I005230,P03474,B00623,792,116,2023-02-08,2025-12-04,Ahmedabad,Secondary,5.09
I005231,P09353,B00636,450,172,2023-12-06,2026-04-01,Bangalore,Secondary,2.1
I005232,P03840,B04878,304,155,2023-03-25,2025-01-04,Bangalore,Secondary,0.45
I005233,P08645,B01693,770,147,2023-07-11,2026-05-15,Mumbai,Transit,9.3
I005234,P05118,B01877,826,70,2023-07-26,2026-03-30,Chennai,Secondary,8.02
I005235,P04101,B02810,20,63,2023-09-14,2026-06-14,Pune,Main,5.41
I005236,P06365,B00553,882,185,2023-06-19,2025-08-18,Kolkata,Secondary,3.93
I005237,P06367,B00397,645,108,2023-04-28,2024-10-22,Hyderabad,Main,3.31
I005238,P07315,B02422,183,113,2023-01-05,2024-12-24,Ahmedabad,Main,4.24
I005239,P07515,B02888,970,195,2023-11-24,2025-12-12,Kolkata,Secondary,2.1
I005240,P01507,B02554,907,95,2023-03-06,2024-09-29,Mumbai,Secondary,3.99
I005241,P07545,B04572,513,92,2023-06-06,2024-08-10,Mumbai,Transit,9.28
I005242,P04306,B01255,823,162,2023-04-01,2025-06-04,Pune,Transit,7.08
I005243,P06200,B01803,504,145,2023-07-01,2024-09-05,Mumbai,Transit,3.99
I005244,P01455,B00540,899,143,2023-05-19,2025-11-16,Pune,Main,1.04
I005245,P05912,B02837,774,133,2023-12-01,2025-02-06,Mumbai,Transit,4.84
I005246,P06116,B02151,256,128,2023-12-02,2025-02-12,Chennai,Transit,7.0
I005247,P08191,B03858,5,99,2023-08-31,2025-03-12,Bangalore,Transit,3.2
I005248,P03860,B04315,118,50,2023-11-24,2025-11-27,Kolkata,Main,8.8
I005249,P09556,B02000,967,182,2023-03-14,2025-11-14,Delhi,Secondary,7.85
I005250,P01397,B01026,491,129,2023-03-27,2024-10-23,Ahmedabad,Secondary,3.76
I005251,P06346,B01369,677,169,2023-03-13,2024-04-01,Ahmedabad,Transit,1.96
I005252,P00921,B00454,604,185,2023-03-12,2025-03-02,Delhi,Transit,1.94
I005253,P07657,B02980,0,87,2023-11-12,2024-11-24,Hyderabad,Main,7.96
I005254,P07078,B00633,116,126,2023-04-12,2025-03-20,Kolkata,Main,1.77
I005255,P01293,B03502,812,79,2023-12-07,2025-12-24,Kolkata,Secondary,4.32
I005256,P02575,B01860,760,176,2023-09-12,2026-07-17,Delhi,Secondary,2.37
I005257,P03784,B01825,990,160,2023-06-15,2025-12-10,Kolkata,Secondary,8.34
I005258,P07586,B03115,513,186,2023-09-18,2025-05-09,Hyderabad,Main,9.26
I005259,P02327,B02696,579,95,2023-06-16,2024-09-02,Bangalore,Secondary,9.95
I005260,P03170,B02583,598,175,2023-01-03,2025-04-19,Mumbai,Transit,1.23
I005261,P00079,B04074,894,63,2023-08-08,2025-09-21,Chennai,Transit,5.41
I005262,P04550,B03754,487,145,2023-03-23,2025-07-28,Kolkata,Transit,2.37
I005263,P08188,B02431,431,109,2023-09-29,2025-03-22,Mumbai,Main,6.97
I005264,P01373,B01587,809,151,2023-06-22,2026-01-08,Kolkata,Secondary,6.74
I005265,P00207,B01944,720,111,2023-07-23,2026-02-04,Bangalore,Main,3.55
I005266,P03001,B02802,753,85,2023-05-21,2024-07-15,Mumbai,Transit,3.03
I005267,P01701,B02575,900,195,2023-01-29,2026-01-08,Delhi,Secondary,9.76
I005268,P09952,B03155,58,110,2023-05-19,2025-02-04,Ahmedabad,Main,6.4
I005269,P01358,B00002,919,84,2023-01-25,2025-09-26,Pune,Secondary,8.12
I005270,P00305,B03885,759,152,2023-09-07,2026-08-13,Pune,Main,6.05
I005271,P08630,B02782,375,198,2023-02-03,2024-10-27,Mumbai,Main,8.35
I005272,P03950,B02221,199,170,2023-08-20,2024-08-27,Bangalore,Transit,0.86
I005273,P00921,B02423,784,100,2023-07-26,2026-02-16,Chennai,Transit,6.03
I005274,P00841,B00719,76,109,2023-07-01,2026-02-01,Hyderabad,Secondary,5.45
I005275,P02435,B03501,992,89,2023-12-16,2025-05-21,Mumbai,Secondary,9.5
I005276,P06629,B02935,815,138,2023-08-23,2025-12-03,Kolkata,Secondary,6.38
I005277,P08752,B01587,923,167,2023-12-28,2026-09-17,Kolkata,Main,4.01
I005278,P05667,B01587,678,149,2023-10-27,2024-12-16,Ahmedabad,Main,8.17
I005279,P05247,B04257,55,178,2023-04-16,2024-12-05,Hyderabad,Secondary,2.81
I005280,P05958,B04281,986,170,2023-06-07,2024-10-11,Pune,Secondary,1.27
I005281,P09567,B02859,319,111,2023-12-07,2024-12-14,Pune,Secondary,5.29
I005282,P00642,B03017,993,120,2023-04-04,2024-05-20,Hyderabad,Transit,2.24
I005283,P02268,B04263,269,85,2023-11-04,2026-08-08,Kolkata,Transit,9.02
I005284,P08395,B00268,802,123,2023-01-17,2025-06-09,Bangalore,Main,5.35
I005285,P05914,B04397,783,64,2023-08-15,2025-05-26,Kolkata,Main,4.32
I005286,P05544,B04036,801,148,2023-11-18,2024-12-18,Bangalore,Secondary,6.64
I005287,P09663,B00229,852,115,2023-06-27,2024-10-06,Pune,Main,9.81
I005288,P01421,B00572,699,192,2023-03-31,2025-09-15,Kolkata,Secondary,5.48
I005289,P06580,B03326,245,184,2023-01-28,2025-02-11,Delhi,Main,3.33
I005290,P05177,B02610,772,160,2023-02-22,2024-11-02,Hyderabad,Main,1.89
I005291,P02120,B00845,656,186,2023-08-09,2025-07-30,Kolkata,Secondary,3.64
I005292,P09006,B04551,418,175,2023-02-21,2024-03-18,Delhi,Transit,7.16
I005293,P02348,B02774,814,192,2023-07-14,2025-12-30,Hyderabad,Transit,8.63
I005294,P01284,B04177,454,121,2023-07-18,2025-09-27,Ahmedabad,Transit,7.32
I005295,P08820,B01194,779,150,2023-11-30,2025-11-13,Bangalore,Transit,1.4
I005296,P01933,B02762,871,76,2023-06-18,2024-09-15,Delhi,Main,4.68
I005297,P04604,B04522,729,75,2023-02-14,2024-05-14,Bangalore,Secondary,5.44
I005298,P01715,B03370,962,87,2023-09-21,2026-02-05,Bangalore,Transit,2.08
I005299,P08881,B00983,116,86,2023-03-18,2025-01-07,Bangalore,Transit,2.79
I005300,P04887,B04916,403,147,2023-06-14,2025-03-24,Hyderabad,Transit,9.28
I005301,P02503,B03386,799,153,2023-10-29,2025-06-05,Delhi,Transit,1.2
I005302,P05038,B01933,266,110,2023-03-22,2024-07-05,Delhi,Transit,8.12
I005303,P00720,B02232,365,70,2023-04-13,2024-09-16,Chennai,Main,6.84
I005304,P01297,B00615,828,145,2023-07-13,2025-04-22,Delhi,Secondary,8.73
I005305,P09385,B00748,727,123,2023-09-30,2026-03-23,Ahmedabad,Secondary,3.5
I005306,P05963,B04245,493,199,2023-07-18,2024-07-18,Pune,Main,5.98
I005307,P07787,B04773,861,132,2023-07-10,2025-10-30,Bangalore,Main,2.45
I005308,P01497,B02791,875,193,2023-01-09,2025-08-31,Ahmedabad,Main,1.94
I005309,P00351,B04844,520,172,2023-11-22,2026-10-28,Kolkata,Main,0.4
I005310,P08677,B04005,378,112,2023-02-22,2026-01-24,Bangalore,Transit,6.24
I005311,P08799,B04267,131,89,2023-04-13,2025-11-11,Pune,Transit,8.2
I005312,P02467,B01131,196,87,2023-01-30,2025-08-29,Chennai,Main,1.07
I005313,P05114,B03281,149,121,2023-11-19,2025-03-24,Delhi,Secondary,5.72
I005314,P03874,B01698,118,152,2023-09-28,2026-02-17,Pune,Main,9.01
I005315,P05820,B04834,999,144,2023-06-13,2026-05-22,Chennai,Transit,2.28
I005316,P06088,B03807,972,97,2023-03-20,2024-05-04,Chennai,Main,9.69
I005317,P03395,B04889,947,187,2023-08-06,2024-09-11,Delhi,Main,6.87
I005318,P00009,B04765,918,132,2023-05-21,2025-09-08,Hyderabad,Secondary,8.3
I005319,P06823,B00670,638,135,2023-10-24,2025-09-19,Ahmedabad,Main,7.92
I005320,P09756,B01472,949,99,2023-08-28,2025-12-28,Delhi,Transit,3.38
I005321,P09379,B04761,12,77,2023-06-24,2026-02-21,Delhi,Transit,4.03
I005322,P06012,B03133,532,137,2023-07-28,2026-04-19,Bangalore,Transit,1.94
I005323,P00009,B01136,883,72,2023-05-13,2025-12-16,Delhi,Main,4.03
I005324,P09929,B03087,79,104,2023-07-08,2026-03-06,Mumbai,Main,0.63
I005325,P01729,B00332,333,79,2023-10-22,2026-09-11,Chennai,Main,0.31
I005326,P04572,B02235,446,58,2023-06-06,2024-11-17,Ahmedabad,Secondary,0.54
I005327,P02847,B02482,241,191,2023-02-15,2025-08-28,Chennai,Secondary,8.69
I005328,P01967,B04129,919,130,2023-07-06,2024-07-14,Delhi,Secondary,2.65
I005329,P07633,B02316,660,167,2023-12-30,2026-06-07,Mumbai,Transit,8.53
I005330,P01305,B02125,990,186,2023-07-03,2026-05-14,Kolkata,Transit,7.16
I005331,P03716,B01290,228,74,2023-01-10,2025-01-10,Mumbai,Secondary,2.43
I005332,P02388,B04496,107,100,2023-02-20,2025-03-03,Mumbai,Secondary,9.16
I005333,P04536,B03806,194,163,2023-10-20,2025-10-18,Delhi,Transit,0.31
I005334,P01541,B02562,569,122,2023-06-08,2024-11-03,Bangalore,Main,1.63
I005335,P00608,B02559,953,179,2023-03-15,2025-11-28,Bangalore,Main,9.02
I005336,P07070,B03095,134,108,2023-01-01,2024-11-03,Hyderabad,Transit,7.71
I005337,P00336,B01679,961,58,2023-05-18,2025-04-23,Kolkata,Transit,9.7
I005338,P02099,B00587,57,149,2023-05-15,2024-12-07,Kolkata,Transit,9.54
I005339,P05306,B00195,568,168,2023-06-10,2025-08-18,Bangalore,Transit,8.62
I005340,P01891,B00632,236,78,2023-09-17,2026-04-11,Chennai,Transit,4.11
I005341,P01331,B01755,362,164,2023-05-15,2024-09-21,Hyderabad,Transit,7.87
I005342,P03089,B01464,33,190,2023-12-14,2025-05-24,Hyderabad,Transit,7.62
I005343,P06458,B00939,951,119,2023-10-11,2024-12-18,Ahmedabad,Transit,4.64
I005344,P01582,B04861,457,147,2023-06-12,2025-02-08,Bangalore,Main,8.04
I005345,P04640,B01840,901,90,2023-11-07,2024-12-05,Hyderabad,Main,4.16
I005346,P01783,B02328,804,129,2023-07-02,2025-09-18,Mumbai,Secondary,2.67
I005347,P07065,B03567,53,181,2023-04-16,2025-12-19,Hyderabad,Transit,0.44
I005348,P01272,B02786,584,126,2023-10-09,2024-11-23,Ahmedabad,Transit,7.92
I005349,P06493,B04336,451,95,2023-03-09,2025-07-17,Bangalore,Main,1.87
I005350,P09563,B03861,219,99,2023-12-06,2026-09-26,Kolkata,Transit,1.16
I005351,P00505,B01673,561,178,2023-12-03,2026-09-02,Bangalore,Secondary,1.54
I005352,P03486,B03026,83,59,2023-04-13,2025-12-23,Bangalore,Transit,5.43
I005353,P06950,B04786,232,54,2023-11-12,2026-03-26,Chennai,Secondary,1.06
I005354,P05715,B03100,428,152,2023-07-14,2024-07-30,Pune,Transit,9.95
I005355,P01551,B01612,902,54,2023-05-04,2025-11-14,Delhi,Transit,3.01
I005356,P09746,B04919,949,86,2023-01-25,2024-07-02,Delhi,Transit,9.19
I005357,P09615,B03257,312,157,2023-02-07,2024-11-19,Hyderabad,Secondary,6.43
I005358,P01293,B02507,482,100,2023-01-11,2024-10-22,Hyderabad,Transit,0.35
I005359,P09813,B00448,499,153,2023-11-23,2025-03-28,Chennai,Transit,7.11
I005360,P09961,B01265,835,178,2023-12-31,2026-12-22,Mumbai,Transit,6.88
I005361,P04903,B00388,889,110,2023-02-23,2025-10-25,Ahmedabad,Main,8.4
I005362,P09375,B04046,719,160,2023-12-06,2025-01-11,Hyderabad,Secondary,6.49
I005363,P08351,B00343,818,72,2023-02-05,2025-01-24,Hyderabad,Secondary,6.39
I005364,P05079,B04748,563,90,2023-02-16,2024-11-13,Delhi,Transit,0.86
I005365,P06281,B02094,969,78,2023-08-24,2025-10-19,Mumbai,Transit,9.44
I005366,P01921,B02827,557,114,2023-12-07,2026-03-16,Hyderabad,Transit,2.52
I005367,P04652,B00709,543,199,2023-08-12,2025-06-09,Kolkata,Secondary,8.89
I005368,P03384,B02516,443,118,2023-09-19,2024-11-11,Bangalore,Secondary,0.67
I005369,P01812,B04170,606,86,2023-06-20,2024-10-17,Ahmedabad,Transit,4.41
I005370,P04057,B00005,250,133,2023-07-01,2025-01-05,Pune,Transit,5.93
I005371,P05035,B03255,730,116,2023-01-31,2024-07-06,Bangalore,Transit,1.81
I005372,P08412,B00285,414,150,2023-07-18,2026-06-25,Kolkata,Secondary,8.36
I005373,P06556,B04343,326,86,2023-05-21,2026-02-06,Chennai,Main,1.05
I005374,P03474,B03313,630,149,2023-02-22,2024-07-22,Pune,Secondary,3.25
I005375,P09015,B01081,405,182,2023-11-16,2026-05-05,Delhi,Transit,5.77
I005376,P04140,B02891,357,118,2023-11-25,2026-07-20,Kolkata,Secondary,1.94
I005377,P09658,B01554,125,103,2023-01-16,2025-10-26,Chennai,Transit,7.08
I005378,P03126,B01699,71,187,2023-04-25,2025-04-03,Bangalore,Transit,1.98
I005379,P08058,B02719,977,154,2023-06-06,2026-04-14,Delhi,Main,7.18
I005380,P03662,B01245,262,168,2023-07-03,2026-03-13,Mumbai,Transit,2.07
I005381,P02857,B04210,900,96,2023-03-14,2025-10-21,Kolkata,Main,3.8
I005382,P09881,B04668,482,191,2023-04-11,2024-08-06,Mumbai,Main,8.44
I005383,P08840,B01822,923,155,2023-06-21,2024-08-23,Hyderabad,Transit,3.3
I005384,P07039,B04911,63,168,2023-01-12,2025-01-21,Delhi,Main,1.56
I005385,P07097,B02615,558,195,2023-05-15,2026-04-06,Ahmedabad,Transit,4.01
I005386,P07762,B04945,856,69,2023-12-08,2026-01-11,Chennai,Secondary,0.63
I005387,P04218,B03323,648,133,2023-01-05,2024-12-04,Hyderabad,Secondary,3.67
I005388,P05034,B01579,795,153,2023-06-15,2026-02-19,Ahmedabad,Secondary,1.94
I005389,P02675,B00639,341,149,2023-07-27,2025-11-15,Bangalore,Main,0.34
I005390,P03709,B03182,356,132,2023-12-08,2025-11-02,Bangalore,Transit,7.32
