DistributorID,DistributorName,City,ContactPerson,Type,Phone,Email,LicenseNumber
D04185,Dist4185_Ahmedabad,Ahmedabad,Mr./Ms. Singh,Hospital,+91-7994629858,dist4185_ahmedabad@pharma.com,LIC834299
D04186,Dist4186_Lucknow,Lucknow,Mr./Ms. Kumar,Retailer,+91-7618280862,dist4186_lucknow@pharma.com,LIC552911
D04187,Dist4187_Delhi,Delhi,Mr./Ms. Singh,Hospital,+91-9267609167,dist4187_delhi@pharma.com,LIC798841
D04188,Dist4188_Chandigarh,Chandigarh,Mr./Ms. Sharma,Hospital,+91-8270971908,dist4188_chandigarh@pharma.com,LIC157173
D04189,Dist4189_Delhi,Delhi,Mr./Ms. Reddy,Hospital,+91-9760585160,dist4189_delhi@pharma.com,LIC119180
D04190,Dist4190_Pune,Pune,Mr./Ms. Mehta,Hospital,+91-7630153617,dist4190_pune@pharma.com,LIC106430
D04191,Dist4191_Ahmedabad,Ahmedabad,Mr./Ms. Mehta,Wholesaler,+91-8527605014,dist4191_ahmedabad@pharma.com,LIC716479
D04192,Dist4192_Mumbai,Mumbai,Mr./Ms. Iyer,Hospital,+91-9405466678,dist4192_mumbai@pharma.com,LIC907811
D04193,Dist4193_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Hospital,+91-7232948870,dist4193_ahmedabad@pharma.com,LIC148990
D04194,Dist4194_Bhopal,Bhopal,Mr./Ms. Kumar,Hospital,+91-9311405896,dist4194_bhopal@pharma.com,LIC612030
D04195,Dist4195_Jaipur,Jaipur,Mr./Ms. Kumar,Wholesaler,+91-7145463080,dist4195_jaipur@pharma.com,LIC124011
D04196,Dist4196_Hyderabad,Hyderabad,Mr./Ms. Sharma,Wholesaler,+91-7571877950,dist4196_hyderabad@pharma.com,LIC788946
D04197,Dist4197_Kolkata,Kolkata,Mr./Ms. Iyer,Retailer,+91-9355019192,dist4197_kolkata@pharma.com,LIC858273
D04198,Dist4198_Jaipur,Jaipur,Mr./Ms. Iyer,Hospital,+91-7243711004,dist4198_jaipur@pharma.com,LIC679370
D04199,Dist4199_Hyderabad,Hyderabad,Mr./Ms. Singh,Hospital,+91-9630514742,dist4199_hyderabad@pharma.com,LIC138251
D04200,Dist4200_Pune,Pune,Mr./Ms. Sharma,Clinic,+91-8020251515,dist4200_pune@pharma.com,LIC462205
D04201,Dist4201_Chandigarh,Chandigarh,Mr./Ms. Iyer,Retailer,+91-7406008178,dist4201_chandigarh@pharma.com,LIC930304
D04202,Dist4202_Hyderabad,Hyderabad,Mr./Ms. Mehta,Clinic,+91-8907536215,dist4202_hyderabad@pharma.com,LIC711298
D04203,Dist4203_Chennai,Chennai,Mr./Ms. Singh,Retailer,+91-7144547294,dist4203_chennai@pharma.com,LIC132707
D04204,Dist4204_Kolkata,Kolkata,Mr./Ms. Kumar,Wholesaler,+91-7589116803,dist4204_kolkata@pharma.com,LIC724719
D04205,Dist4205_Indore,Indore,Mr./Ms. Gupta,Wholesaler,+91-7561304519,dist4205_indore@pharma.com,LIC776177
D04206,Dist4206_Hyderabad,Hyderabad,Mr./Ms. Iyer,Hospital,+91-9222623468,dist4206_hyderabad@pharma.com,LIC732365
D04207,Dist4207_Kochi,Kochi,Mr./Ms. Kumar,Clinic,+91-9997644160,dist4207_kochi@pharma.com,LIC692744
D04208,Dist4208_Chennai,Chennai,Mr./Ms. Kumar,Clinic,+91-9490740869,dist4208_chennai@pharma.com,LIC703610
D04209,Dist4209_Hyderabad,Hyderabad,Mr./Ms. Iyer,Wholesaler,+91-7902214761,dist4209_hyderabad@pharma.com,LIC711091
D04210,Dist4210_Patna,Patna,Mr./Ms. Sharma,Wholesaler,+91-8284628924,dist4210_patna@pharma.com,LIC254149
D04211,Dist4211_Chennai,Chennai,Mr./Ms. Mehta,Retailer,+91-9799069745,dist4211_chennai@pharma.com,LIC805262
D04212,Dist4212_Bangalore,Bangalore,Mr./Ms. Patel,Retailer,+91-7026314671,dist4212_bangalore@pharma.com,LIC342114
D04213,Dist4213_Chennai,Chennai,Mr./Ms. Singh,Retailer,+91-7664814905,dist4213_chennai@pharma.com,LIC412709
D04214,Dist4214_Hyderabad,Hyderabad,Mr./Ms. Gupta,Retailer,+91-7651559273,dist4214_hyderabad@pharma.com,LIC770229
D04215,Dist4215_Delhi,Delhi,Mr./Ms. Kumar,Retailer,+91-9714742257,dist4215_delhi@pharma.com,LIC722309
D04216,Dist4216_Hyderabad,Hyderabad,Mr./Ms. Iyer,Clinic,+91-7104226775,dist4216_hyderabad@pharma.com,LIC289087
D04217,Dist4217_Delhi,Delhi,Mr./Ms. Gupta,Clinic,+91-8087471024,dist4217_delhi@pharma.com,LIC379140
D04218,Dist4218_Delhi,Delhi,Mr./Ms. Patel,Clinic,+91-9543146736,dist4218_delhi@pharma.com,LIC253253
D04219,Dist4219_Hyderabad,Hyderabad,Mr./Ms. Sharma,Hospital,+91-9637178222,dist4219_hyderabad@pharma.com,LIC120790
D04220,Dist4220_Lucknow,Lucknow,Mr./Ms. Singh,Hospital,+91-9551741395,dist4220_lucknow@pharma.com,LIC328102
D04221,Dist4221_Kochi,Kochi,Mr./Ms. Gupta,Retailer,+91-8172390037,dist4221_kochi@pharma.com,LIC622379
D04222,Dist4222_Chandigarh,Chandigarh,Mr./Ms. Singh,Retailer,+91-9909782844,dist4222_chandigarh@pharma.com,LIC110469
D04223,Dist4223_Chandigarh,Chandigarh,Mr./Ms. Patel,Clinic,+91-9863480016,dist4223_chandigarh@pharma.com,LIC478846
D04224,Dist4224_Lucknow,Lucknow,Mr./Ms. Iyer,Hospital,+91-9449621748,dist4224_lucknow@pharma.com,LIC596674
D04225,Dist4225_Hyderabad,Hyderabad,Mr./Ms. Sharma,Clinic,+91-8005799845,dist4225_hyderabad@pharma.com,LIC446071
D04226,Dist4226_Bangalore,Bangalore,Mr./Ms. Reddy,Hospital,+91-7220612914,dist4226_bangalore@pharma.com,LIC468930
D04227,Dist4227_Hyderabad,Hyderabad,Mr./Ms. Singh,Hospital,+91-9273004591,dist4227_hyderabad@pharma.com,LIC429259
D04228,Dist4228_Kochi,Kochi,Mr./Ms. Singh,Wholesaler,+91-9269002056,dist4228_kochi@pharma.com,LIC810519
D04229,Dist4229_Bangalore,Bangalore,Mr./Ms. Singh,Retailer,+91-7407707573,dist4229_bangalore@pharma.com,LIC642763
D04230,Dist4230_Patna,Patna,Mr./Ms. Iyer,Retailer,+91-8429153403,dist4230_patna@pharma.com,LIC966545
D04231,Dist4231_Kochi,Kochi,Mr./Ms. Mehta,Wholesaler,+91-7094578097,dist4231_kochi@pharma.com,LIC942603
D04232,Dist4232_Bangalore,Bangalore,Mr./Ms. Singh,Retailer,+91-9422532933,dist4232_bangalore@pharma.com,LIC236717
D04233,Dist4233_Bangalore,Bangalore,Mr./Ms. Iyer,Clinic,+91-9079569808,dist4233_bangalore@pharma.com,LIC523186
D04234,Dist4234_Pune,Pune,Mr./Ms. Patel,Retailer,+91-7872972553,dist4234_pune@pharma.com,LIC529259
D04235,Dist4235_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Hospital,+91-7453475986,dist4235_ahmedabad@pharma.com,LIC430644
D04236,Dist4236_Jaipur,Jaipur,Mr./Ms. Sharma,Retailer,+91-8245109066,dist4236_jaipur@pharma.com,LIC674219
D04237,Dist4237_Mumbai,Mumbai,Mr./Ms. Reddy,Wholesaler,+91-7361139853,dist4237_mumbai@pharma.com,LIC656461
D04238,Dist4238_Lucknow,Lucknow,Mr./Ms. Iyer,Hospital,+91-9217757581,dist4238_lucknow@pharma.com,LIC439010
D04239,Dist4239_Kochi,Kochi,Mr./Ms. Iyer,Clinic,+91-9698703960,dist4239_kochi@pharma.com,LIC494020
D04240,Dist4240_Chennai,Chennai,Mr./Ms. Sharma,Clinic,+91-9380628364,dist4240_chennai@pharma.com,LIC398023
D04241,Dist4241_Indore,Indore,Mr./Ms. Reddy,Wholesaler,+91-9588032758,dist4241_indore@pharma.com,LIC880132
D04242,Dist4242_Bhopal,Bhopal,Mr./Ms. Singh,Hospital,+91-7399842964,dist4242_bhopal@pharma.com,LIC886470
D04243,Dist4243_Delhi,Delhi,Mr./Ms. Sharma,Retailer,+91-8188544286,dist4243_delhi@pharma.com,LIC735084
D04244,Dist4244_Hyderabad,Hyderabad,Mr./Ms. Iyer,Retailer,+91-7284046382,dist4244_hyderabad@pharma.com,LIC622708
D04245,Dist4245_Mumbai,Mumbai,Mr./Ms. Kumar,Hospital,+91-8779669260,dist4245_mumbai@pharma.com,LIC136709
D04246,Dist4246_Chennai,Chennai,Mr./Ms. Patel,Wholesaler,+91-7608796035,dist4246_chennai@pharma.com,LIC816448
D04247,Dist4247_Patna,Patna,Mr./Ms. Iyer,Clinic,+91-7806562800,dist4247_patna@pharma.com,LIC927944
D04248,Dist4248_Jaipur,Jaipur,Mr./Ms. Singh,Hospital,+91-9929429464,dist4248_jaipur@pharma.com,LIC761767
D04249,Dist4249_Jaipur,Jaipur,Mr./Ms. Iyer,Clinic,+91-7819394708,dist4249_jaipur@pharma.com,LIC895996
D04250,Dist4250_Pune,Pune,Mr./Ms. Patel,Retailer,+91-7036024667,dist4250_pune@pharma.com,LIC517972
D04251,Dist4251_Chennai,Chennai,Mr./Ms. Mehta,Clinic,+91-7298739299,dist4251_chennai@pharma.com,LIC962570
D04252,Dist4252_Kochi,Kochi,Mr./Ms. Kumar,Hospital,+91-8211953793,dist4252_kochi@pharma.com,LIC718802
D04253,Dist4253_Ahmedabad,Ahmedabad,Mr./Ms. Reddy,Hospital,+91-9027000467,dist4253_ahmedabad@pharma.com,LIC858869
D04254,Dist4254_Patna,Patna,Mr./Ms. Kumar,Hospital,+91-8138672510,dist4254_patna@pharma.com,LIC302133
D04255,Dist4255_Bhopal,Bhopal,Mr./Ms. Patel,Clinic,+91-7721663846,dist4255_bhopal@pharma.com,LIC935083
D04256,Dist4256_Patna,Patna,Mr./Ms. Reddy,Hospital,+91-8432037003,dist4256_patna@pharma.com,LIC419362
D04257,Dist4257_Indore,Indore,Mr./Ms. Mehta,Retailer,+91-9503594877,dist4257_indore@pharma.com,LIC258269
D04258,Dist4258_Kochi,Kochi,Mr./Ms. Sharma,Hospital,+91-7896531382,dist4258_kochi@pharma.com,LIC258413
D04259,Dist4259_Delhi,Delhi,Mr./Ms. Kumar,Hospital,+91-9676362056,dist4259_delhi@pharma.com,LIC507674
D04260,Dist4260_Kolkata,Kolkata,Mr./Ms. Singh,Hospital,+91-8544257532,dist4260_kolkata@pharma.com,LIC560469
D04261,Dist4261_Hyderabad,Hyderabad,Mr./Ms. Gupta,Retailer,+91-7914972483,dist4261_hyderabad@pharma.com,LIC903152
D04262,Dist4262_Hyderabad,Hyderabad,Mr./Ms. Iyer,Wholesaler,+91-7584955228,dist4262_hyderabad@pharma.com,LIC211090
D04263,Dist4263_Lucknow,Lucknow,Mr./Ms. Iyer,Wholesaler,+91-8571340309,dist4263_lucknow@pharma.com,LIC913943
D04264,Dist4264_Kochi,Kochi,Mr./Ms. Mehta,Retailer,+91-7718182216,dist4264_kochi@pharma.com,LIC699573
D04265,Dist4265_Delhi,Delhi,Mr./Ms. Gupta,Retailer,+91-8887620238,dist4265_delhi@pharma.com,LIC816790
D04266,Dist4266_Indore,Indore,Mr./Ms. Patel,Retailer,+91-9550224112,dist4266_indore@pharma.com,LIC409203
D04267,Dist4267_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Retailer,+91-9891074149,dist4267_ahmedabad@pharma.com,LIC104116
D04268,Dist4268_Delhi,Delhi,Mr./Ms. Patel,Retailer,+91-8434525218,dist4268_delhi@pharma.com,LIC762963
D04269,Dist4269_Delhi,Delhi,Mr./Ms. Kumar,Retailer,+91-9798562273,dist4269_delhi@pharma.com,LIC341973
D04270,Dist4270_Pune,Pune,Mr./Ms. Sharma,Wholesaler,+91-9773953487,dist4270_pune@pharma.com,LIC170654
D04271,Dist4271_Bangalore,Bangalore,Mr./Ms. Singh,Hospital,+91-9540940719,dist4271_bangalore@pharma.com,LIC738178
D04272,Dist4272_Kolkata,Kolkata,Mr./Ms. Gupta,Clinic,+91-9302965756,dist4272_kolkata@pharma.com,LIC979554
D04273,Dist4273_Jaipur,Jaipur,Mr./Ms. Patel,Wholesaler,+91-7846353086,dist4273_jaipur@pharma.com,LIC702408
D04274,Dist4274_Delhi,Delhi,Mr./Ms. Gupta,Wholesaler,+91-7520898296,dist4274_delhi@pharma.com,LIC453533
D04275,Dist4275_Hyderabad,Hyderabad,Mr./Ms. Singh,Hospital,+91-7817996503,dist4275_hyderabad@pharma.com,LIC197435
D04276,Dist4276_Ahmedabad,Ahmedabad,Mr./Ms. Iyer,Wholesaler,+91-7447451798,dist4276_ahmedabad@pharma.com,LIC790153
D04277,Dist4277_Jaipur,Jaipur,Mr./Ms. Mehta,Wholesaler,+91-9457312283,dist4277_jaipur@pharma.com,LIC987221
D04278,Dist4278_Chandigarh,Chandigarh,Mr./Ms. Iyer,Wholesaler,+91-7941634442,dist4278_chandigarh@pharma.com,LIC495896
D04279,Dist4279_Bangalore,Bangalore,Mr./Ms. Singh,Hospital,+91-8148065460,dist4279_bangalore@pharma.com,LIC359502
D04280,Dist4280_Pune,Pune,Mr./Ms. Sharma,Wholesaler,+91-8790897455,dist4280_pune@pharma.com,LIC756826
D04281,Dist4281_Jaipur,Jaipur,Mr./Ms. Iyer,Hospital,+91-9644546557,dist4281_jaipur@pharma.com,LIC935147
D04282,Dist4282_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Retailer,+91-7714491805,dist4282_ahmedabad@pharma.com,LIC180096
D04283,Dist4283_Bangalore,Bangalore,Mr./Ms. Gupta,Wholesaler,+91-7925652958,dist4283_bangalore@pharma.com,LIC363079
D04284,Dist4284_Indore,Indore,Mr./Ms. Singh,Wholesaler,+91-8200941510,dist4284_indore@pharma.com,LIC624524
D04285,Dist4285_Lucknow,Lucknow,Mr./Ms. Mehta,Clinic,+91-9388205968,dist4285_lucknow@pharma.com,LIC287239
D04286,Dist4286_Chandigarh,Chandigarh,Mr./Ms. Sharma,Hospital,+91-7185734354,dist4286_chandigarh@pharma.com,LIC176973
D04287,Dist4287_Chennai,Chennai,Mr./Ms. Kumar,Retailer,+91-8053268528,dist4287_chennai@pharma.com,LIC573316
D04288,Dist4288_Indore,Indore,Mr./Ms. Iyer,Clinic,+91-8169364786,dist4288_indore@pharma.com,LIC260947
D04289,Dist4289_Patna,Patna,Mr./Ms. Sharma,Hospital,+91-7969811280,dist4289_patna@pharma.com,LIC119572
D04290,Dist4290_Patna,Patna,Mr./Ms. Kumar,Hospital,+91-8319204599,dist4290_patna@pharma.com,LIC532081
D04291,Dist4291_Bangalore,Bangalore,Mr./Ms. Iyer,Hospital,+91-8716170884,dist4291_bangalore@pharma.com,LIC502995
D04292,Dist4292_Bhopal,Bhopal,Mr./Ms. Gupta,Wholesaler,+91-9837334441,dist4292_bhopal@pharma.com,LIC578214
D04293,Dist4293_Kochi,Kochi,Mr./Ms. Gupta,Wholesaler,+91-7099920181,dist4293_kochi@pharma.com,LIC955130
D04294,Dist4294_Chandigarh,Chandigarh,Mr./Ms. Iyer,Retailer,+91-7522571963,dist4294_chandigarh@pharma.com,LIC342873
D04295,Dist4295_Hyderabad,Hyderabad,Mr./Ms. Sharma,Wholesaler,+91-7039399261,dist4295_hyderabad@pharma.com,LIC348409
D04296,Dist4296_Delhi,Delhi,Mr./Ms. Singh,Clinic,+91-8203593984,dist4296_delhi@pharma.com,LIC358007
D04297,Dist4297_Jaipur,Jaipur,Mr./Ms. Gupta,Wholesaler,+91-8504167412,dist4297_jaipur@pharma.com,LIC317202
D04298,Dist4298_Indore,Indore,Mr./Ms. Mehta,Hospital,+91-9405282205,dist4298_indore@pharma.com,LIC627389
D04299,Dist4299_Bangalore,Bangalore,Mr./Ms. Kumar,Wholesaler,+91-8501006213,dist4299_bangalore@pharma.com,LIC844342
D04300,Dist4300_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Clinic,+91-9768944227,dist4300_ahmedabad@pharma.com,LIC324057
D04301,Dist4301_Mumbai,Mumbai,Mr./Ms. Gupta,Retailer,+91-9528467339,dist4301_mumbai@pharma.com,LIC438676
D04302,Dist4302_Bangalore,Bangalore,Mr./Ms. Patel,Hospital,+91-9165093821,dist4302_bangalore@pharma.com,LIC162331
D04303,Dist4303_Bangalore,Bangalore,Mr./Ms. Kumar,Wholesaler,+91-8940466936,dist4303_bangalore@pharma.com,LIC903777
D04304,Dist4304_Mumbai,Mumbai,Mr./Ms. Reddy,Hospital,+91-9533943082,dist4304_mumbai@pharma.com,LIC218290
D04305,Dist4305_Bangalore,Bangalore,Mr./Ms. Iyer,Retailer,+91-8417687138,dist4305_bangalore@pharma.com,LIC682446
D04306,Dist4306_Lucknow,Lucknow,Mr./Ms. Gupta,Clinic,+91-9290172131,dist4306_lucknow@pharma.com,LIC767647
D04307,Dist4307_Jaipur,Jaipur,Mr./Ms. Patel,Wholesaler,+91-8396623381,dist4307_jaipur@pharma.com,LIC887518
D04308,Dist4308_Chennai,Chennai,Mr./Ms. Gupta,Hospital,+91-8555610801,dist4308_chennai@pharma.com,LIC443887
D04309,Dist4309_Indore,Indore,Mr./Ms. Gupta,Wholesaler,+91-8035206445,dist4309_indore@pharma.com,LIC601470
D04310,Dist4310_Mumbai,Mumbai,Mr./Ms. Singh,Retailer,+91-8394190195,dist4310_mumbai@pharma.com,LIC524598
D04311,Dist4311_Indore,Indore,Mr./Ms. Patel,Retailer,+91-7637418807,dist4311_indore@pharma.com,LIC205039
D04312,Dist4312_Bangalore,Bangalore,Mr./Ms. Iyer,Wholesaler,+91-9668495996,dist4312_bangalore@pharma.com,LIC606934
D04313,Dist4313_Jaipur,Jaipur,Mr./Ms. Reddy,Hospital,+91-7417501108,dist4313_jaipur@pharma.com,LIC310663
D04314,Dist4314_Chandigarh,Chandigarh,Mr./Ms. Reddy,Clinic,+91-9780003349,dist4314_chandigarh@pharma.com,LIC620591
D04315,Dist4315_Patna,Patna,Mr./Ms. Reddy,Hospital,+91-9620180556,dist4315_patna@pharma.com,LIC193959
D04316,Dist4316_Hyderabad,Hyderabad,Mr./Ms. Sharma,Retailer,+91-7372203848,dist4316_hyderabad@pharma.com,LIC140641
D04317,Dist4317_Jaipur,Jaipur,Mr./Ms. Sharma,Hospital,+91-7496730593,dist4317_jaipur@pharma.com,LIC621727
D04318,Dist4318_Hyderabad,Hyderabad,Mr./Ms. Sharma,Wholesaler,+91-8642327002,dist4318_hyderabad@pharma.com,LIC741092
D04319,Dist4319_Kolkata,Kolkata,Mr./Ms. Reddy,Wholesaler,+91-9467205912,dist4319_kolkata@pharma.com,LIC965957
D04320,Dist4320_Kochi,Kochi,Mr./Ms. Patel,Clinic,+91-8704442350,dist4320_kochi@pharma.com,LIC818532
D04321,Dist4321_Bhopal,Bhopal,Mr./Ms. Kumar,Retailer,+91-7455259821,dist4321_bhopal@pharma.com,LIC936536
D04322,Dist4322_Kolkata,Kolkata,Mr./Ms. Mehta,Hospital,+91-8864784582,dist4322_kolkata@pharma.com,LIC224002
D04323,Dist4323_Chandigarh,Chandigarh,Mr./Ms. Singh,Retailer,+91-9992954228,dist4323_chandigarh@pharma.com,LIC212258
D04324,Dist4324_Pune,Pune,Mr./Ms. Gupta,Clinic,+91-7310222882,dist4324_pune@pharma.com,LIC443850
D04325,Dist4325_Delhi,Delhi,Mr./Ms. Gupta,Hospital,+91-9812215752,dist4325_delhi@pharma.com,LIC763358
D04326,Dist4326_Lucknow,Lucknow,Mr./Ms. Sharma,Hospital,+91-9977819528,dist4326_lucknow@pharma.com,LIC293163
D04327,Dist4327_Indore,Indore,Mr./Ms. Reddy,Retailer,+91-9991504856,dist4327_indore@pharma.com,LIC828184
D04328,Dist4328_Jaipur,Jaipur,Mr./Ms. Patel,Hospital,+91-8484452244,dist4328_jaipur@pharma.com,LIC613879
D04329,Dist4329_Kochi,Kochi,Mr./Ms. Mehta,Wholesaler,+91-8174952347,dist4329_kochi@pharma.com,LIC796088
D04330,Dist4330_Chennai,Chennai,Mr./Ms. Singh,Retailer,+91-9448176777,dist4330_chennai@pharma.com,LIC494424
D04331,Dist4331_Kochi,Kochi,Mr./Ms. Patel,Wholesaler,+91-7968701037,dist4331_kochi@pharma.com,LIC501729
D04332,Dist4332_Bhopal,Bhopal,Mr./Ms. Iyer,Retailer,+91-8049284031,dist4332_bhopal@pharma.com,LIC214501
D04333,Dist4333_Jaipur,Jaipur,Mr./Ms. Gupta,Wholesaler,+91-8305783728,dist4333_jaipur@pharma.com,LIC517528
D04334,Dist4334_Bangalore,Bangalore,Mr./Ms. Kumar,Retailer,+91-9621497450,dist4334_bangalore@pharma.com,LIC945094
D04335,Dist4335_Delhi,Delhi,Mr./Ms. Gupta,Hospital,+91-7274162345,dist4335_delhi@pharma.com,LIC862134
D04336,Dist4336_Mumbai,Mumbai,Mr./Ms. Singh,Retailer,+91-8781945206,dist4336_mumbai@pharma.com,LIC992581
D04337,Dist4337_Indore,Indore,Mr./Ms. Reddy,Wholesaler,+91-7746325426,dist4337_indore@pharma.com,LIC614516
D04338,Dist4338_Patna,Patna,Mr./Ms. Patel,Hospital,+91-8420677443,dist4338_patna@pharma.com,LIC949712
D04339,Dist4339_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Wholesaler,+91-9740721385,dist4339_ahmedabad@pharma.com,LIC871954
D04340,Dist4340_Bhopal,Bhopal,Mr./Ms. Mehta,Clinic,+91-8079969056,dist4340_bhopal@pharma.com,LIC541260
D04341,Dist4341_Pune,Pune,Mr./Ms. Mehta,Clinic,+91-7473444502,dist4341_pune@pharma.com,LIC128695
D04342,Dist4342_Hyderabad,Hyderabad,Mr./Ms. Kumar,Clinic,+91-7340712306,dist4342_hyderabad@pharma.com,LIC733792
D04343,Dist4343_Pune,Pune,Mr./Ms. Singh,Wholesaler,+91-9925302236,dist4343_pune@pharma.com,LIC148585
D04344,Dist4344_Bangalore,Bangalore,Mr./Ms. Kumar,Clinic,+91-7670779108,dist4344_bangalore@pharma.com,LIC343601
D04345,Dist4345_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Retailer,+91-9849813970,dist4345_ahmedabad@pharma.com,LIC581006
D04346,Dist4346_Bhopal,Bhopal,Mr./Ms. Iyer,Wholesaler,+91-9450342448,dist4346_bhopal@pharma.com,LIC631854
D04347,Dist4347_Patna,Patna,Mr./Ms. Reddy,Retailer,+91-8888228278,dist4347_patna@pharma.com,LIC884629
D04348,Dist4348_Hyderabad,Hyderabad,Mr./Ms. Iyer,Wholesaler,+91-8034959524,dist4348_hyderabad@pharma.com,LIC920926
D04349,Dist4349_Pune,Pune,Mr./Ms. Kumar,Retailer,+91-9720849379,dist4349_pune@pharma.com,LIC703204
D04350,Dist4350_Jaipur,Jaipur,Mr./Ms. Patel,Clinic,+91-9589822444,dist4350_jaipur@pharma.com,LIC159910
D04351,Dist4351_Hyderabad,Hyderabad,Mr./Ms. Iyer,Clinic,+91-7736785616,dist4351_hyderabad@pharma.com,LIC193080
D04352,Dist4352_Kolkata,Kolkata,Mr./Ms. Patel,Retailer,+91-9416480120,dist4352_kolkata@pharma.com,LIC791702
D04353,Dist4353_Indore,Indore,Mr./Ms. Reddy,Retailer,+91-8475628840,dist4353_indore@pharma.com,LIC108714
D04354,Dist4354_Mumbai,Mumbai,Mr./Ms. Iyer,Wholesaler,+91-9167586993,dist4354_mumbai@pharma.com,LIC621487
D04355,Dist4355_Kochi,Kochi,Mr./Ms. Kumar,Hospital,+91-7837882299,dist4355_kochi@pharma.com,LIC721082
D04356,Dist4356_Chandigarh,Chandigarh,Mr./Ms. Patel,Wholesaler,+91-9745815138,dist4356_chandigarh@pharma.com,LIC194999
D04357,Dist4357_Chennai,Chennai,Mr./Ms. Iyer,Clinic,+91-7597644237,dist4357_chennai@pharma.com,LIC922321
D04358,Dist4358_Indore,Indore,Mr./Ms. Reddy,Clinic,+91-9745908300,dist4358_indore@pharma.com,LIC961015
D04359,Dist4359_Indore,Indore,Mr./Ms. Patel,Hospital,+91-9630952042,dist4359_indore@pharma.com,LIC593201
D04360,Dist4360_Lucknow,Lucknow,Mr./Ms. Sharma,Wholesaler,+91-9057109231,dist4360_lucknow@pharma.com,LIC940254
D04361,Dist4361_Pune,Pune,Mr./Ms. Iyer,Clinic,+91-7341442804,dist4361_pune@pharma.com,LIC148582
D04362,Dist4362_Jaipur,Jaipur,Mr./Ms. Gupta,Hospital,+91-8045387144,dist4362_jaipur@pharma.com,LIC177112
D04363,Dist4363_Kolkata,Kolkata,Mr./Ms. Reddy,Retailer,+91-8472161838,dist4363_kolkata@pharma.com,LIC486838
D04364,Dist4364_Kolkata,Kolkata,Mr./Ms. Patel,Wholesaler,+91-8708646898,dist4364_kolkata@pharma.com,LIC665103
D04365,Dist4365_Kochi,Kochi,Mr./Ms. Patel,Hospital,+91-8009412586,dist4365_kochi@pharma.com,LIC652289
D04366,Dist4366_Chandigarh,Chandigarh,Mr./Ms. Iyer,Hospital,+91-7412285601,dist4366_chandigarh@pharma.com,LIC342128
D04367,Dist4367_Ahmedabad,Ahmedabad,Mr./Ms. Mehta,Retailer,+91-7538805204,dist4367_ahmedabad@pharma.com,LIC589728
D04368,Dist4368_Mumbai,Mumbai,Mr./Ms. Singh,Wholesaler,+91-7197703210,dist4368_mumbai@pharma.com,LIC123647
D04369,Dist4369_Chennai,Chennai,Mr./Ms. Patel,Clinic,+91-8466827634,dist4369_chennai@pharma.com,LIC253617
D04370,Dist4370_Pune,Pune,Mr./Ms. Patel,Clinic,+91-8413489351,dist4370_pune@pharma.com,LIC619355
D04371,Dist4371_Jaipur,Jaipur,Mr./Ms. Sharma,Retailer,+91-7330002368,dist4371_jaipur@pharma.com,LIC817264
D04372,Dist4372_Jaipur,Jaipur,Mr./Ms. Patel,Hospital,+91-9032627043,dist4372_jaipur@pharma.com,LIC449718
D04373,Dist4373_Kochi,Kochi,Mr./Ms. Singh,Hospital,+91-9787365921,dist4373_kochi@pharma.com,LIC481264
D04374,Dist4374_Patna,Patna,Mr./Ms. Sharma,Retailer,+91-9540336530,dist4374_patna@pharma.com,LIC470550
D04375,Dist4375_Pune,Pune,Mr./Ms. Mehta,Hospital,+91-8492157715,dist4375_pune@pharma.com,LIC498112
D04376,Dist4376_Delhi,Delhi,Mr./Ms. Mehta,Hospital,+91-8751663313,dist4376_delhi@pharma.com,LIC116027
D04377,Dist4377_Delhi,Delhi,Mr./Ms. Patel,Clinic,+91-9549948702,dist4377_delhi@pharma.com,LIC387237
D04378,Dist4378_Bhopal,Bhopal,Mr./Ms. Patel,Wholesaler,+91-9164314112,dist4378_bhopal@pharma.com,LIC104963
D04379,Dist4379_Bangalore,Bangalore,Mr./Ms. Mehta,Clinic,+91-7429516886,dist4379_bangalore@pharma.com,LIC483842
D04380,Dist4380_Kochi,Kochi,Mr./Ms. Reddy,Wholesaler,+91-8348960578,dist4380_kochi@pharma.com,LIC839948
D04381,Dist4381_Hyderabad,Hyderabad,Mr./Ms. Reddy,Retailer,+91-7864159222,dist4381_hyderabad@pharma.com,LIC402366
D04382,Dist4382_Indore,Indore,Mr./Ms. Patel,Wholesaler,+91-9991292113,dist4382_indore@pharma.com,LIC944756
D04383,Dist4383_Chennai,Chennai,Mr./Ms. Singh,Hospital,+91-9070230572,dist4383_chennai@pharma.com,LIC173713
D04384,Dist4384_Patna,Patna,Mr./Ms. Reddy,Clinic,+91-9678877817,dist4384_patna@pharma.com,LIC628963
D04385,Dist4385_Kochi,Kochi,Mr./Ms. Reddy,Wholesaler,+91-8660644748,dist4385_kochi@pharma.com,LIC117712
